dataset_id,source_file,source_line,name,address,phone,aoi_match_terms,ostomate_detail_available,wheelchair_accessible,accessible_entrance,step_free,opening_status,disaster_availability,latitude,longitude,crs,geometry_status,table_ready,map_ready,classification
fujisawa_official_accessibility_facility_table,藤沢バリアフリー施設.txt,1402,湘南海岸公園内トイレ（8号トイレ）,西部駐車場西側,,湘南海岸公園,false,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_SILENT_GEOCODING,UNKNOWN_NO_SILENT_GEOCODING,NOT_APPLICABLE_ADDRESS_ONLY,ADDRESS_ONLY,true,false,METADATA_ONLY
fujisawa_official_accessibility_facility_table,藤沢バリアフリー施設.txt,1404,湘南海岸公園内トイレ（9号トイレ）,緑陰広場駐車場,,湘南海岸公園,false,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_SILENT_GEOCODING,UNKNOWN_NO_SILENT_GEOCODING,NOT_APPLICABLE_ADDRESS_ONLY,ADDRESS_ONLY,true,false,METADATA_ONLY
fujisawa_official_accessibility_facility_table,藤沢バリアフリー施設.txt,1406,江の島入口トイレ,藤沢市江の島1-217,,江の島,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_SILENT_GEOCODING,UNKNOWN_NO_SILENT_GEOCODING,NOT_APPLICABLE_ADDRESS_ONLY,ADDRESS_ONLY,true,false,METADATA_ONLY
fujisawa_official_accessibility_facility_table,藤沢バリアフリー施設.txt,1408,北トイレ（江の島）,北緑地内,,江の島,false,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_SILENT_GEOCODING,UNKNOWN_NO_SILENT_GEOCODING,NOT_APPLICABLE_ADDRESS_ONLY,ADDRESS_ONLY,true,false,METADATA_ONLY
fujisawa_official_accessibility_facility_table,藤沢バリアフリー施設.txt,1410,中央トイレ（江の島）,中央緑地内,,江の島,false,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_SILENT_GEOCODING,UNKNOWN_NO_SILENT_GEOCODING,NOT_APPLICABLE_ADDRESS_ONLY,ADDRESS_ONLY,true,false,METADATA_ONLY
fujisawa_official_accessibility_facility_table,藤沢バリアフリー施設.txt,1412,南トイレ（江の島）,南緑地内,,江の島,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_SILENT_GEOCODING,UNKNOWN_NO_SILENT_GEOCODING,NOT_APPLICABLE_ADDRESS_ONLY,ADDRESS_ONLY,true,false,METADATA_ONLY
fujisawa_official_accessibility_facility_table,藤沢バリアフリー施設.txt,1414,江の島中津宮広場公衆トイレ,藤沢市江の島1-194-1,0466-50-3531,江の島,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_SILENT_GEOCODING,UNKNOWN_NO_SILENT_GEOCODING,NOT_APPLICABLE_ADDRESS_ONLY,ADDRESS_ONLY,true,false,METADATA_ONLY
fujisawa_official_accessibility_facility_table,藤沢バリアフリー施設.txt,1415,休憩棟トイレ,藤沢市江の島1-12-2,,江の島,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_SILENT_GEOCODING,UNKNOWN_NO_SILENT_GEOCODING,NOT_APPLICABLE_ADDRESS_ONLY,ADDRESS_ONLY,true,false,METADATA_ONLY
fujisawa_official_accessibility_facility_table,藤沢バリアフリー施設.txt,1417,駐車場西トイレ,藤沢市江の島1-12-2,,江の島,false,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_SILENT_GEOCODING,UNKNOWN_NO_SILENT_GEOCODING,NOT_APPLICABLE_ADDRESS_ONLY,ADDRESS_ONLY,true,false,METADATA_ONLY
fujisawa_official_accessibility_facility_table,藤沢バリアフリー施設.txt,1422,湘南港南緑地(隣接:湘南港臨港道路付属駐車場（江の島ヨットハーバー）),藤沢市江の島1-12-2,0466-22-2128,江の島,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_SILENT_GEOCODING,UNKNOWN_NO_SILENT_GEOCODING,NOT_APPLICABLE_ADDRESS_ONLY,ADDRESS_ONLY,true,false,METADATA_ONLY
fujisawa_official_accessibility_facility_table,藤沢バリアフリー施設.txt,1423,江の島なぎさ駐車場,藤沢市江の島1-2-1,0466-29-6574,江の島,false,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_SILENT_GEOCODING,UNKNOWN_NO_SILENT_GEOCODING,NOT_APPLICABLE_ADDRESS_ONLY,ADDRESS_ONLY,true,false,METADATA_ONLY
fujisawa_official_accessibility_facility_table,藤沢バリアフリー施設.txt,1424,片瀬海岸地下駐車場,藤沢市片瀬海岸2-19,0466-24-0425,片瀬|片瀬海岸,true,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_SILENT_GEOCODING,UNKNOWN_NO_SILENT_GEOCODING,NOT_APPLICABLE_ADDRESS_ONLY,ADDRESS_ONLY,true,false,METADATA_ONLY
fujisawa_official_accessibility_facility_table,藤沢バリアフリー施設.txt,1425,中部駐車場,藤沢市片瀬海岸3-25-26,0466-35-0036,片瀬|片瀬海岸,false,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN_NO_SILENT_GEOCODING,UNKNOWN_NO_SILENT_GEOCODING,NOT_APPLICABLE_ADDRESS_ONLY,ADDRESS_ONLY,true,false,METADATA_ONLY
