source_file,source_line,name,address,phone,ostomate_detail_marker,coordinates,source_url,license_terms,classification,metadata_scope
藤沢バリアフリー施設.txt,1072,湘南海岸公園駅（江ノ電）,藤沢市片瀬4-9-22,0466-25-3480（江ノ島駅）,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1073,市役所（本庁舎）,藤沢市朝日町1-1,0466-25-1111,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1074,市役所（分庁舎）,藤沢市朝日町1-1,0466-25-1111,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1075,六会市民センター,藤沢市亀井野4-8-1,0466-81-6677,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1076,石川コミュニティセンター・六会市民センター石川分館,藤沢市石川1-1-22,0466-88-5600,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1077,片瀬市民センター,藤沢市片瀬3-9-6,0466-27-2711,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1078,片瀬しおさいセンター（片瀬市民センター分館）,藤沢市片瀬4-9-22,0466-29-6668,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1079,明治市民センター,藤沢市辻堂新町1-11-23,0466-34-3444,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1080,御所見市民センター,藤沢市打戻1760-1,0466-48-1002,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1081,遠藤市民センター,藤沢市遠藤2984-3,0466-87-3009,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1082,長後市民センター,藤沢市長後513,0466-44-1622,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1083,辻堂市民センター,藤沢市辻堂西海岸2-1-17,0466-34-8661,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1084,善行市民センター,藤沢市善行1-2-3,0466-81-4431,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1085,湘南大庭市民センター,藤沢市大庭5406-1,0466-87-1111,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1086,湘南台市民センター,藤沢市湘南台1-8,0466-45-1600,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1087,鵠沼市民センター,藤沢市鵠沼海岸2-10-34,0466-33-2001,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1088,藤沢市藤沢市民センター・労働会館等複合施設（Fプレイス）,藤沢市本町1-12-17,0466-26-7811,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1089,済美館（藤沢市民センター分館）,藤沢市本町4-6-16,0466-28-4471,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1090,村岡市民センター,藤沢市村岡東1-5-17,0466-23-0634,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1091,藤沢市保健所・南保健センター,藤沢市鵠沼2131-1,0466-50-3592,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1092,保健医療センター,藤沢市大庭5527-1,0466-88-7300,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1093,太陽の家（体育館）,藤沢市鵠沼海岸6-6-12,0466-33-1411,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1094,いきいきシニアセンター(藤沢市老人福祉センター)「やすらぎ荘」,藤沢市稲荷586,0466-81-6068,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1095,いきいきシニアセンター（老人福祉センター）「湘南なぎさ荘」,藤沢市鵠沼海岸6-17-7,0466-36-2315,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1096,いきいきシニアセンター(藤沢市老人福祉センター)「こぶし荘」,藤沢市下土棚800-1,0466-45-3121,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1097,生きがい福祉センター,藤沢市鵠沼神明1-3-18,0466-27-1100,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1098,長後老人憩の家,藤沢市長後1489,,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1100,御所見老人ふれあいの家,藤沢市打戻1721,,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1102,善行老人憩の家,藤沢市善行団地3-18,,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1104,藤沢市社会福祉協議会,藤沢市朝日町1-1　藤沢市役所分庁舎1階・2階,[1階],false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1110,六会いきいきサポートセンター,藤沢市亀井野4-8-1　六会市民センター内,0466-80-5877,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1111,片瀬いきいきサポートセンター,藤沢市片瀬4-9-22　片瀬しおさい荘内,0466-29-5066,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1112,明治いきいきサポートセンター,藤沢市辻堂神台2-2-1 アイクロス湘南2階,0466-35-2811,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1113,御所見いきいきサポートセンター,藤沢市打戻1760-1　御所見市民センター内,0466-49-2020,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1114,遠藤いきいきサポートセンター,藤沢市遠藤2984-3　遠藤市民センター内,0466-54-8312,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1115,長後いきいきサポートセンター,藤沢市長後513　長後市民センター内,0466-45-1121,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1116,辻堂西いきいきサポートセンター,藤沢市辻堂西海岸2-1-17　 辻堂市民センター内,0466-54-9511,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1117,辻堂東いきいきサポートセンター,藤沢市辻堂元町5-5-8,0466-36-3333,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1118,善行いきいきサポートセンター,藤沢市善行1-2-3　善行市民センター内,0466-90-0065,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1119,湘南大庭いきいきサポートセンター,藤沢市大庭5527-1　保健医療センター内,0466-87-3588,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1120,湘南台いきいきサポートセンター,藤沢市湘南台1-8　湘南台文化センター2階,0466-45-2300,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1121,鵠沼南いきいきサポートセンター,藤沢市鵠沼海岸2-10-34　鵠沼市民センター内,0466-33-1166,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1122,鵠沼東いきいきサポートセンター,藤沢市鵠沼桜が岡4-14-13　タックハウス鵠沼1階,0466-55-1511,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1123,藤沢西部いきいきサポートセンター,藤沢市本町1-12-17　Fプレイス内1階,0466-22-7633,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1124,藤沢東部いきいきサポートセンター,藤沢市大鋸3-1-30,0466-55-5570,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1125,村岡いきいきサポートセンター,藤沢市村岡東1-5-17　村岡市民センター内,0466-24-4100,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1126,小糸いきいきサポートセンター（湘南大庭いきいきサポートセンター分室）,藤沢市大庭5254-6　湘南スカイビラ１C,0466-90-4507,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1127,石川いきいきサポートセンター（六会いきいきサポートセンター分室）,藤沢市石川3-30-12,0466-52-7417,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1128,善行団地いきいきサポートセンター（善行いきいきサポートセンター分室）,藤沢市善行団地3-15-2,0466-47-7345,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1129,北部障がい者地域相談支援センター（かわうそ）,藤沢市円行2-3-17　藤沢市まちづくり協会ビル2階,0466-54-9020,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1130,地域福祉支援センター・マロニエ,藤沢市石川636-25,0466-87-2800,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1131,中部障がい者地域相談支援センター（ふらっと）,藤沢市善行1-2-3　善行市民センター1階,0466-80-5250,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1132,東南部障がい者地域相談支援センター（おあしす）,藤沢市本町1-12-17　Fプレイス内1階,0466-55-1399,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1133,西南部障がい者地域相談支援センター（つむぎ）,藤沢市辻堂西海岸2-1-17　辻堂市民センター1階,0466-52-4456,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1134,藤沢市高次脳機能障がい者相談支援事業所チャレンジII,藤沢市円行2-3-17　藤沢市まちづくり協会ビル2階,0466-90-5672,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1135,藤沢市発達障がい者相談支援事業所リート,藤沢市辻堂神台2-2-1 アイクロス湘南2階,0466-86-7853,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1136,ふじさわ基幹相談支援センターえぽめいく,藤沢市辻堂神台2-2-1　アイクロス湘南2階,0466-47-7462,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1137,藤沢市発達相談支援センターにじのわ,藤沢市円行2-3-17　藤沢市まちづくり協会ビル2階,0466-90-4422,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1138,藤沢子育て支援センター,藤沢市鵠沼石上1-11-5　藤沢保育園内,0466-22-7037,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1139,辻堂子育て支援センター,藤沢市辻堂神台1-3-39　タカギビル2階,0466-33-2311,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1140,湘南台子育て支援センター,藤沢市湘南台1-8 湘南台文化センター内B1階,0466-42-5533,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1141,六会子育て支援センター,藤沢市亀井野4-8-1　六会市民センター内,0466-81-7722,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1142,藤沢青少年会館,藤沢市朝日町10-8,0466-25-5215,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1143,辻堂青少年会館,藤沢市辻堂2-8-31,0466-36-3002,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1144,少年の森,藤沢市打戻2345,0466-48-7234,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1145,藤沢聖苑,藤沢市大鋸1251,0466-22-2404,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1146,藤沢市斎場,藤沢市大庭3761,0466-87-5589（時間外・休館日は0466-25-1114）,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1147,大庭台墓園,藤沢市大庭3782,0466-87-3557,true,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1148,市民活動推進センター,藤沢市藤沢1031 アーバンセンター藤沢2階,0466-54-4510,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
藤沢バリアフリー施設.txt,1149,市民活動プラザむつあい,藤沢市亀井野4-8-1　六会市民センター内,0466-81-0222,false,UNKNOWN,UNKNOWN_NOT_EMBEDDED_WITH_TABLE,LICENSE_REVIEW_REQUIRED,METADATA_ONLY,ADDRESS_ONLY_LEGACY_DISCOVERY
