connection_status,data_class,depth_rank_codes,edge_id,hazard_overlap_status,hazard_capability_status,inundation_depth_m,inundation_depth_reason,official_closure,scenario_state,source_class,official_closure_reason
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000047584215:nodes-000605415031-011279693964,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000047584215:nodes-000605415036-000605415039,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000047584215:nodes-000605415036-001332356080,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000047584215:nodes-000605415039-001215761721,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000047584215:nodes-001332356080-011279693964,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059377343:nodes-000243776548-000736395941,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059377343:nodes-000736395941-004280313263,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059377344:nodes-000243776546-002200792879,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059377344:nodes-000310718798-001215761691,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059377344:nodes-000310718798-004080109906,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059377344:nodes-000736395961-004080109906,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059377344:nodes-001215761691-002200792879,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059377345:nodes-000736395961-000736395986,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059377377:nodes-000310718799-005064078636,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059377377:nodes-002200899661-007273598704,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059377377:nodes-002200899661-007273598705,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059377377:nodes-005064078636-007273598704,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059379039:nodes-000605405572-000736426359,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059379039:nodes-000736426359-004269820526,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059379039:nodes-004269820526-012925548234,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059379039:nodes-012925548234-012925548235,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059379039:nodes-012925548235-012925548236,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059379041:nodes-000736426470-004269861778,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059379041:nodes-000736426496-002200792887,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059379041:nodes-000736426496-004269861778,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059379041:nodes-002200792859-004280069056,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059379041:nodes-002200792859-004280069069,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059379041:nodes-002200792867-004280069063,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059379041:nodes-002200792867-004280071828,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059379041:nodes-002200792887-004280071902,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059379041:nodes-004280069056-004280069063,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059379041:nodes-004280069069-005064078674,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000059379041:nodes-004280071828-004280071902,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000098569316:nodes-000310718800-001140310269,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000098569316:nodes-001140309973-001583573201,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000098569316:nodes-001140310269-001583573201,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105187074:nodes-001212123705-007273598734,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105187074:nodes-001212123705-007273598735,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105187074:nodes-001212123730-007273598738,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105187074:nodes-001212123730-007273598740,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105187074:nodes-001212123753-007273598738,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105187074:nodes-001212123776-001212123859,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105187074:nodes-001212123776-007273598742,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105187074:nodes-001212123817-007273598735,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105187074:nodes-001212123817-007273598736,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105187074:nodes-001212123818-007273598740,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105187074:nodes-001212123818-007273598741,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105187074:nodes-001212123835-001212123885,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105187074:nodes-001212123835-007273598745,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105187074:nodes-001212123857-007273598732,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105187074:nodes-001212123857-007273598733,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105187074:nodes-001212123859-007273598744,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105187074:nodes-007273598733-007273598734,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105187074:nodes-007273598741-007273598743,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105187074:nodes-007273598742-007273598743,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105187074:nodes-007273598744-007273598745,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105574207:nodes-000243776548-003022373777,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105574207:nodes-001332356133-001332356340,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105574207:nodes-001332356133-003255952714,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105574207:nodes-001332356340-002835031333,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105574207:nodes-002835031333-003022373777,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105574207:nodes-003022373778-003255952714,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105574210:nodes-000736396179-002854305150,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000105574210:nodes-001332356112-002854305150,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000118456904:nodes-000736396179-001332356190,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000118456904:nodes-001332355492-001332356190,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000118456905:nodes-001332355492-001332355939,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000118456905:nodes-001332355492-001332356268,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000118456905:nodes-001332355598-004280313282,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000118456905:nodes-001332355598-010698628302,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000118456905:nodes-001332355939-002854305022,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000118456905:nodes-001332356015-001332356268,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000118456905:nodes-001332356015-010698628302,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000118456905:nodes-001332356340-004280313282,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000118456916:nodes-001332355511-001332356286,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000118456916:nodes-001332355511-002835031378,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000118456916:nodes-001332355713-001332356206,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000118456916:nodes-001332355713-004280313280,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000118456916:nodes-001332355953-001332356206,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000118456916:nodes-001332355953-002835031378,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000118456916:nodes-001332356031-001332356394,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000118456916:nodes-001332356031-002835031425,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000118456916:nodes-001332356206-001332356394,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,1,kyoto-arashiyama:osm-way-000118456916:nodes-001332356286-002835031425,OVERLAPS,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000118456916:nodes-002835031333-004280313280,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000118456922:nodes-001332356015-010698690515,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
NOT_CONNECTED,MODEL_DERIVED,,kyoto-arashiyama:osm-way-000118456922:nodes-001332356080-010698690515,NO_OVERLAP,NOT_CONNECTED,,A31b category codes are not converted to measured depth,,UNKNOWN,MODEL,The hazard polygon is not an official road-closure record
